ROE;TITULO_ORIGINAL;DIRETOR
E1700545900000;CALVIN HARRIS FEAT. KEHLANI & LIL YATCHY - FAKING IT;CALVIN HARRIS
E1700553000000;POST MALONE - CONGRATULATIONS;JAMES DEFINA
E1700562900000;HOME FIRES;ROBERT QUINN
E1800039600000;MATILDA;DANNY DEVITO
E1700592600000;THANK YOU FOR YOUR SERVICE;JASON HALL
E1800118400000;ATOMICA;DAGEN MERRILL
E1800129400000;HANGMAN;JOHNNY MARTIN
E1800133300000;QUEEN: ROCK THE WORLD;CHRISTOPHER BIRD
E1700546000000;DEF LEPPARD - NOW;THE MALLOYS
E1800040900000;STEALTH;ROB COHEN
E1700552600000;BTS - DNA;YOUNGSEOK CHOI
E1800076200000;UNDERCLASSMAN;MARCOS SIEGA
E1700580100000;AMERICAN PSYCHO;MARY HARRON
E1700585000000;FREE LUNCH SOCIETY;CHRISTIAN TODD
E1700585800000;BEWITCHED;WILLIAM ASHER, ALAN RAFKIN
E1800028000000;ONE STEP BEYOND;SEBASTIAN MONTAZ
E1700553300000;ABC OF MOUNTAIN BIKING;RUSSELL SAMANTHA
E1800153600000;5 SECONDS OF SUMMER - WANT YOU BACK;JAMES LARESE
E1800017800000;GABRIEL DINIZ PART. WESLEY SAFAD�O - ACABOU, ACABOU;ANSELMO TRONCOSO
E1800069800000;LUCAS LUCCO PART. PABLLO VITTAR - PARA�SO;OS PRIMOS
E1800084800000;RESCUERS DOWN UNDER, THE;MIKE GABRIEL
E1700594800000;COOK OFF!;GUY SHALEN
E1800151900000;SUPERNATURAL 13;DAVID NUTTER
E1800169800000;CLOUD 9;PAUL HOEN
E1700565700000;LITTLE BIT OF LOVE ( REMIX );ERIC SILVER
E1800041800000;VERTICAL LIMIT;MARTIN CAMPBELL
E1800049500000;17 AGAIN;BURR STEERS
E1700575400000;UNBREAKABLE;M. NIGHT SHYAMALAN
E1700586100000;GILDA;CHARLES VIDOR
E1700599400000;UNCHAINED;PAUL SOLET
E1800157000000;MIGOS FEAT. DRAKE - WALK IT TALK IT;DAPS
E1800169600000;MEAN GIRLS;MARK S. WATERS
E1700586700000;INGMAR BERGMAN, BEHIND THE MASK;MANUELLE BLANC
E1700588300000;MUDBOUND;DEE REES
E1800096100000;POLIANGULAR;ALEXANDRA CASTELLANOS SOL�S
E1800021200000;RUMBLE: THE INDIANS WHO ROCKED THE WORLD;ALFONSO MAIORANA
E1800036500000;PUSHING THE LIMITS;THIERRY DONARD
E1800324300000;WILD ALASKA;IAN GRAY
E1800324300000;WILD ALASKA;TUPPENCE STONE
E1800352100000;STEIG. NICHT. AUS!;CHRISTIAN ALVART
E1800281500000;SCHOOL TIES;ROBERT MANDEL
E1800334200000;INSPECTOR GADGET 2;ALEX ZAMM
E1800333800000;KAGEMUSHA;AKIRA KUROSAWA
E1800334600000;PREFONTAINE;STEVE JAMES
E1800232100000;7 MEN FROM NOW;BUDD BOETTICHER
E1800325600000;WHO�S THERE?;EVGENIYA TRUSHYK
E1800300100000;MAROON 5 FEAT. CARDI B - GIRLS LIKE YOU;DAVID DOBKINS
E1800307000000;MC WM E MC MARKS - FAVELADO QUE TE AMA;TICO FERNANDES
E1800297300000;NICKI MINAJ - CHUN LI;STEVEN KLEIN
E1800342900000;THE SAINT;PHILLIP NOYCE
E1800343400000;ROYAL HEARTS;JAMES BROLIN
E1800232400000;GOAL II: LIVING THE DREAM;JAUME COLLET-SERRA
E1800230500000;MY SECRET VALENTINE;BRADLEY WALSH
E1800260500000;UNSANE;STEVEN SODERBERGH
E1800315300000;GEISTERST�DTE;PETER WEINERT
E1800334500000;PARIS BR�LE-T-IL?;REN� CL�MENT
E1800349800000;MIDNIGHT TEXAS;MONICA OWUSU-BREEN
E1800280400000;LOWRIDERS;RICARDO MONTREUIL
E1800280200000;LUCKY;JOHN LYNCH
E1800345000000;DIEGO & ARNALDO - TE ASSUMO (AO VIVO);ANDR� CAVERNA
E1800345300000;SR. BANANA - N�O V�;RAUL MACHADO NETO
E1800342800000;THIRTY SECONDS TO MARS - RESCUE ME;MARK ROMANEK
E1800355900000;PIXAR SHORT FILMS COLLECTION VOLUME 3;SANJAY PATEL
E1800325700000;25 WATTS;JUAN PABLO REBELLA
E1800349900000;SEX REVOLUTIONS;SYLVAIN DESMILLE
E1800358000000;THE DAVID RUBENSTEIN SHOW;MATT SAAL
E1800359900000;EVANESCENCE - SYNTHESIS LIVE;PAUL BROWN
E1800200900000;IMAGINE DRAGONS - NEXT TO ME;MARK PELLINGTON
E1800194300000;CHAINSMOKERS FEAT. DREW LOVE - SOMEBODY, THE;MOLLY CRABAPPLE
E1800376100000;SHRED BOTS: R3BOOT;TOM HANNAM
E1800384100000;CHINOISE, LA;JEAN-LUC GODARD
E1800381500000;COMANCHE;GEORGE SHERMAN
E1800383800000;EXCEPTION, THE;DAVID LEVEAUX
E1800384500000;THERE'S SOMETHING ABOUT MARY;PETER FARRELLY
E1800382900000;TORA! TORA! TORA!;RICHARD FLEISCHER
E1800357600000;BLOOMBERG ETF IQ;TIM ANDREACCI
E1800361800000;BEST OF BLOOMBERG TECHNOLOGY;CANDY CHENG
E1800372900000;FELIPE ALC�NTARA - DIAS MAIS BELOS;PEDRO ANVERSA
E1800368900000;HALSEY FEAT. LAUREN JAUREGUI - STRANGERS;JESSIE HILL
E1800213300000;THE ART OF FLIGHT;CURT MORGAN
E1800386300000;OUT OF THE DARK;JANET ARGALL
E1800243600000;JUSQU'� LA GARDE;XAVIER LEGRAND
E1800261400000;GAUGUIN: I AM A SAVAGE;MARIE-CHRISTINE COURTES
E1800375600000;ARCHITECTURES: VITRAHAUS;RICHARD COPANS
E1800214300000;RETALLACK - THE MOVIE;IAN PROVO
E1800296700000;SEU EDINALDO - TREZE;BRUNO SANGREGORIO
E1800236300000;INSTANTS OF CINEMA: JEAN GAUMY � L�IMPORTANT C�EST D�AIMER;SOPHIE BASSALER
E1800399000000;POLLY POCKET 11;BRENT BOUCHARD
E1800399000000;POLLY POCKET 11;JON IZEN
E1800405600000;BABY DADDY;DAN BERENDSEN
E1800404800000;THE ROLLING STONES - VOODOO LOUNGE UNCUT;DAVID MALLET
E1800403600000;TRASH;STEPHEN DALDRY
E1800188100000;ASSAULT ON PRECINCT 13;JEAN-FRAN�OIS RICHET
E1800240400000;JENNIFER LOPEZ - EL ANILLO;JENNIFER LOPEZ
E1800240500000;KHALID FEAT. NORMANI - LOVE LIES;KHALID
E1800412300000;ME EST�S MATANDO SUSANA;ROBERTO SNEIDER
E1800413000000;SMART SECRETS OF GREAT PAINTINGS: COLORFUL LIFE (1907) BY WASSILY KANDINSKY;CARLOS FRANKLIN
E1800413000000;SMART SECRETS OF GREAT PAINTINGS: COLORFUL LIFE (1907) BY WASSILY KANDINSKY;CLEMENT COGITORE
E1800195100000;ECHOSMITH - OVER MY HEAD;SOPHIE MULLER
E1800204100000;LAURA PAUSINI FEAT. SIMONE & SIMARIA - NOVO;FERNANDO MORAES
E1800208000000;MATHEUS & KAUAN - INVESTIMENTO;JOANA MAZZUCCHELLI
E1800200100000;PANIC! AT THE DISCO - SAY AMEM (SATURDAY NIGHT);DANIEL CLOUD CAMPOS
E1800215100000;TAG;JEFF TOMSIC
E1800267200000;FRIENDS: GIRLS ON A MISSION;ANDREW TAN
E1800425200000;FERNANDO & SOROCABA - NOVE ENTRE DEZ;FERNANDO TREVISAN CATATAU
E1800315100000;MAUERJAHRE � LEBEN IM GETEILTEN BERLIN;CHRISTOPH H�LSCHER; KAROLINE KLEINERT; LUTZ PEHNERT; PETER SCHOLL; DAGMAR WITTMERS
E1800194800000;CHARLIE PUTH FEAT. KEHLANI - DONE FOR ME;RJ SANCHEZ
E1800282200000;THE LIFE OF GLIDE;JEREMY JONES
E1800428800000;ALIENS ATE MY HOMEWORK;SEAN MCNAMARA
E1800431500000;COOL WORLD;RALPH BAKSHI
E1800214400000;BENDING COLOURS;KAI NEVILLE
E1800253300000;WIDOWS;STEVE MCQUEEN
E1800290800000;DHAULAGIRI;GUILLERMO GLASS
E1800233000000;EL ULTIMO COMANDANTE;ISABEL MARTINEZ
E1800233000000;EL ULTIMO COMANDANTE;VICENTE FERRAZ GONCALVES
E1800239100000;DENNIS DJ E MC G15 - S� VOC�;MESS SANTOS
E1800207800000;LUDMILLA E DJ WILL 22 - N�O ENCOSTA;GABRIEL ZERRA
E1800305300000;SCRAPS;KATIE COURIC
E1800437300000;FREEDOM UNDER LOAD;PAVOL BARAB��
E1800244400000;FRANKIE DRAKE MYSTERIES;NORMA BAILEY
E1800429700000;ARTISTS AND MODELS;FRANK TASHLIN
E1800319900000;�QU� ES PARA TI?;BIA ALCAZAR
E1800320000000;YO SOY MUJER;CRISTINA SALAZAR
E1800320000000;YO SOY MUJER;FERNANDA RESTREPO
E1800321800000;LIFE;MICHAEL GUNTON
E1800334100000;CAMERA OBSCURA;AARON B. KOONTZ
E1800342100000;YOU WERE NEVER REALLY HERE;LYNNE RAMSAY
E1800303600000;CRAZY RICH ASIANS;JON M. CHU
E1800333600000;DEMENTIA 13;RICHARD LEMAY
E1800344900000;LUDMILLA PART. MC PUPIO E MC DOGUINHA - DIN DIN DIN;THIAGO CALVI�O
E1800343800000;NEGO DO BOREL PART. DJ RENNAN DA PENHA - ME SOLTA;KONDZILLA
E1800345100000;LUCY ALVES PART. ELBA RAMALHO - XAXADO NO CHIADO;URIEL CALOMENI
E1800344400000;PRISCILLA ALCANTARA - ME REFEZ;BRANKO JASS
E1800325400000;INFOTOY;PAVLO RYMKEVYCH
E1800346300000;JOHN LENNON, YOKO ONO - IMAGINE & GIMME SOME TRUTH;YOKO ONO
E1800252700000;ANDRE RIEU - AMORE - MY TRIBUTE TO LOVE;PIT WEYRICH
E1800301600000;MARTIAN CHILD;MENNO MEYJES
E1800363300000;BALLET BOLSHOI: CARMEN SUITE / PETRUSHKA;ALBERTO ALONSO
E1800372800000;MC SAP�O PART. DENNIS DJ - LOGO AGORA;MESS SANTOS
E1800371400000;KRIS WU - LIKE THAT;BRADLEY & PABLO
E1800281800000;SOCIAL SERIES;YVES BILLON
E1800376800000;DABKA INTO THE FIRE;BRYAN BUCKLEY
E1800392900000;MUSE - SOMETHING HUMAN;LANCE DRAKE
E1800218700000;THE WEDDING MARCH;NEILL FEARNLEY
E1800351700000;DEAR SUBURBIA;KAI NEVILLE
E1800389800000;FINAL SCORE;SCOTT MANN
E1800390000000;CINDERELLA AND THE SECRET PRINCE;LYNNE SOUTHERLAND
E1800392500000;MALICIOUS;MICHAEL WINNICK
E1800397000000;DJ KHALED FEAT. JUSTIN BIEBER, CHANCE THE RAPPER & QUAVO - NO BRAINER;DJ KHALED
E1800206300000;L'�CHAPP�E (REFUGE);MIRYAM BOUCHARD
E1800206900000;PERMITIDOS;ARIEL WINOGRAD
E1800407300000;WHY SLAVERY?;DAVID EVANS
E1800407300000;WHY SLAVERY?;CARL GIERSTOFER
E1800201200000;HALSEY FEAT. BIG SEAN & STEFFLON DON - ALONE;HANNAH LUX DAVIS
E1800201400000;LIL DICKY FEAT. CHRIS BROWN - FREAKY FRIDAY;TONY YACENDA
E1800208300000;MATHEUS & KAUAN - O QUE NUNCA ACABOU;DANIEL FERRO
E1800425300000;DAVID GUETTA FEAT. ANNE-MARIE - DON�T LEAVE ME ALONE;HANNAH LUX DAVIS
E1800230400000;LET'S DANCE;NORMAN MCLEOD
E1800372600000;ANITTA - MEDICINA;HAROLD JIM�NEZ
E1800367500000;CNCO - SE VUELVE LOCA (SPANGLISH VERSION);CNCO
E1800431400000;DAYS AND NIGHTS;CHRISTIAN CAMARGO
E1800210800000;BOOK CLUB;BILL HOLDERMAN
E1800226700000;TIT�S - DOZE FLORES AMARELAS. A OPERA ROCK AO VIVO;OTAVIO JULIANO
E1800444200000;FRANK LLOYD WRIGHT, THE MAN WHO BUILT AMERICA;IAN MICHAEL JONES
E1800445400000;SCANDALOUS IMPRESSIONISTS;FRAN�OIS LEVY-KUENTZ
E1800306300000;UCI MOUNTAIN BIKE WORLD CUP 2018;PETER CHURCHMAN
E1800298500000;ELIAS AND THE ROYAL YACHT;ESPEN FYKSEN, LISE I. OSVOLL
E1800304900000;RED BULL CLIFF DIVING WORLD SERIES 2018;MITCH REINHOLT
E1800456000000;YELLOW IS THE NEW BLACK;PIERRE COFFIN
E1800458900000;MY SUPER EX-GIRLFRIEND;IVAN REITMAN
E1800455700000;DESTINATION WEDDING;VICTOR LEVIN
E1800309700000;INSTANTS OF CINEMA: DAVID HURN - JANE FONDA;SOPHIE BASSALER
E1800459200000;VILLEGAS;GONZALO TOBAL
E1800466900000;RED BULL SPORT EVENTS 2018;MITCH REINHOLT
E1800463400000;HAPPY BEACH;JACK COLEMAN
E1800410700000;SPIKE SHORTS;ERIC TOSTI
E1800190400000;FIRST WE TAKE BROOKLYN;DANNY A. ABECKASER
E1800189100000;CAGE DIVE;GERALD RASCIONATO
E1800192700000;DISOBEDIENCE;SEBASTIAN LELIO
E1800197700000;SWEET AND SOUR;ANTOINE FRIOUX
E1800192800000;GLOBAL MELTDOWN;DANIEL GILBOY
E1800252300000;ISLE OF DOGS;WES ANDERSON
E1800470900000;NEVER LOOK AWAY;FLORIAN HENCKEL VON DONNERSMARCK
E1800253600000;NATIONAL TREASURE;MARC MUNDEN
E1800494500000;JIANG HU ER NV;ZHANGKE JIA
E1800568700000;SLEEPING WITH THE FISHES;ANA ORTIZ
E1800568700000;SLEEPING WITH THE FISHES;NICOLE GOMEZ FISHER
E1800594400000;SHOPKINS - CHEF CLUB;RAYMOND MCGRATH
E1900033900000;THE PROFESSOR AND THE MADMAN;FARHAD SAFINIA
E1800506300000;GIRL ON WAVE;STEVEN B ESPARZA
E1800508000000;MAINE;MATTHEW BROWN
E1900046200000;EL SILENCIO DE OTROS;ROBERT BAHAR
E1800526700000;JOEY MONTANA - ROSAS O ESPINAS;DAVID BOH�RQUEZ
E1900014400000;J BRASIL PART. GRETCHEN - BUMBUM GOURMET;ROBINSON BARBOSA
E1900014400000;J BRASIL PART. GRETCHEN - BUMBUM GOURMET;THAIS MENDES
E1900015200000;LANY - THRU THESE YEARS;TIM MATTIA
E1900017800000;UN AMOUR IMPOSSIBLE;CATHERINE CORSINI
E1800592100000;XANDE DE PILARES - GRATID�O;YAN FELIPE
E1800526900000;LARY PART. NEGRA LI - SE JOGA;ISABELLE LOPES
E1800527000000;LSD - THUNDERCLOUDS;LABRINTH
E1900051500000;FLATLINERS;JOEL SCHUMACHER
E1900054600000;LES ESTIVANTS;VALERIA BRUNI-TEDESCHI
E1900028300000;SANTANA US FEST FINAL;GLENN AVENI
E1800503200000;KYGO: STOLE THE SHOW - DIRECTOR'S CUT;DEVIN CHANDA
E1900033700000;HELLBOY;NEIL MARSHALL
E1800607200000;GOOD OLD FASHIONED ORGY, A;ALEX GREGORY
E1900108700000;GARDEN DESIGN: WHEN NATURE MEETS ART;ST�PHANE CARREL
E1800532500000;MORTAL ENGINES;CHRISTIAN RIVERS
E1900047000000;1985;YEN TAN
E1900046500000;L'HOMME FID�LE;LOUIS GARREL
E1900046600000;CHASING LIFE;MELANIE MAYRON
E1800498900000;ALIVE;FRANK MARSHALL
E1800510300000;#SQUADGOALS;DANNY J. BOYLE
E1800521100000;INAZUMA ELEVEN;KATSUHITO AKIYAMA
E1900018300000;PAULO LONDRA - ADAN Y EVA;VIRAL FILMS
E1900012200000;DON DIABLO FEAT. EMELI SAND� & GUCCI MANE - SURVIVE;DON SCHIPPER
E1900067600000;MINDING THE GAP;BING LIU
E1900119000000;BRIGHTBURN;DAVID YAROVESKY
E1800510400000;HIGH RESOLUTION;JASON LESTER
E1800527800000;SPORTS ADVENTURE;RENE KOCK
E1900090400000;UGLYDOLLS;KELLY ASBURY
E1800504100000;COLDPLAY: A HEAD FULL OF DREAMS;MAT WHITECROSS
E1900065900000;SUMMER OF 84;YOANN-KARL WHISSELL
E1900062700000;POKEMON DETECTIVE PIKACHU;ROB LETTERMAN
E1900137500000;BLING;KYUNG HO LEE
E1900143100000;LUIS FONSI - SOLA (ENGLISH VERSION);PALOMA VALENCIA
E1800543000000;CALEUCHE: EL LLAMADO DEL MAR;JORGE OLGU�N
E1800570500000;SOLDIERS OF FORTUNE;MAXIM KOROSTYSHEVSKY
E1800573600000;EMINEM FEAT. JOYNER - LUCKY YOU;JAMES LARESE
E1900147400000;TAIO CRUZ - DYNAMITE;ALEX HERRON
E1800526300000;FELIPE ARA�JO PART. FERRUGEM - ATRASADINHA;FERNANDO TREVISAN CATATAU
E1800529700000;MUMUZINHO - EU MERE�O SER FELIZ;FELIPE JESUS
E1900145400000;ZAK ABEL FEAT. SAWEETIE - YOU COME FIRST;ROXANA BALDOVIN
E1800494300000;AMANDA;MIKHA�L HERS
E1800494700000;MANBIKI KAZOKU;HIROKAZU KOREEDA
E1900087400000;Q85: A MUSICAL CELEBRATION FOR QUINCY JONES;LEON KNOLES
E1900154400000;3 MATES 7 SEAS;NICOLA RUSHTON
E1900085600000;STORIES OF CHANGE: WATER PARK;JO�O GABRIEL NAZARETH AMORIM
E1800521600000;MARTIN GARRIX & JUSTIN MYLO FEAT. DEWAIN WHITMORE - BURN OUT;MARTIN GARRIX
E1800529900000;BELIEVER;DON ARGOTT
E1900081800000;M�RCIA FELLIPE PART. XAND AVI�O - ADIVINHA (COME�A COM VO, TERMINA COM C�);KELSON VERAS JUNIOR
E1900080900000;GRETA VAN FLEET - WHEN THE CURTAIN FALLS;BENJAMIN KUTSKO
E1900082300000;GRYFFIN - JUST FOR A MOMENT;DAVID HO NGUYEN
E1800506200000;GETTING GRACE;DANIEL ROEBUCK
E1900081300000;LAUREN JEREGUI - EXPECTATIONS;LAUREN JAUREGUI
E1900084000000;RASSVET;PAVEL SIDOROV
E1900087100000;PAPATINHO PART. PK, LUCCAS CARLOS, MC OROCHI E MC XAM� - COMO ELA VEM;PH STELZER
E1900099300000;MARK & RUSSELL�S WILD RIDE;JONATHAN A. ROSENBAUM
E1900111300000;MINI SHREDITS;HENRY JACKSON
E1800571500000;JOSIE AND THE PUSSYCATS;HARRY ELFON
E1800570900000;LONG ZAI NA LI;SING-CHOONG FOO
E1800605700000;OCEAN'S ELEVEN;STEVEN SODERBERGH
E1800543100000;CHRONICLES OF RIDDICK, THE;DAVID TWOHY
E1800543200000;CURIOUS GEORGE;MATTHEW O'CALLAGHAN
E1800599100000;JAZZ CONCERTS: CHARLES MINGUS & ERIC DOLPHY;NICOLAS DOR
E1800602500000;VICE;ADAM MCKAY
E1900142700000;LIZZO - JUICE;QUINN WILSON
E1900157100000;SAM SMITH LIVE AT THE BIGGEST WEEKEND 2018;LEE EDMENSON
E1900159200000;DARYL HALL & OATES: LIVE IN DUBLIN;JOSS CROWLEY
E1800545400000;ACE VENTURA: WHEN NATURE CALLS;STEVE OEDEKERK
E1800577700000;ANNE-MARIE - PERFECT TO ME;HANNAH LUX DAVIS
E1800578000000;AVRIL LAVIGNE - HEAD ABOVE WATER;ELLIOTT LESTER
E1800591800000;TWENTY ONE PILOTS - MY BLOOD;TIM MATTIA
E1900116700000;MEAN QUEEN;PHILIPPE GAGNON
E1900112500000;AYKA;SERGEY DVORTSEVOY
E1900114000000;THE LITTLE STRANGER;LENNY ABRAHAMSON
E1800577600000;BAZZI FEAT. CAMILA CABELLO - BEAUTIFUL;SHERIF HIGAZY
E1800587800000;CHARLI XCX & TROYE SIVAN - 1999;RYAN STAAKE
E1900108500000;THE GOALKEEPER'S FEAR OF THE PENALTY KICK;WIM WENDERS
E1900034300000;MATHEUS & KAUAN - TEM MODA PRA TUDO;FERNANDO CATATAU
E1900035400000;LA ROSA DE GUADALUPE;ALBERTO D�AZ
E1900035400000;LA ROSA DE GUADALUPE;CARLOS MERCADO ORDU�A
E1800480600000;GLASS;M. NIGHT SHYAMALAN
E1900025500000;REPLICAS;JEFFREY NACHMANOFF
E1800529200000;ABC SNOWBOARDING;STEPHAN SILWESTER
E1800602100000;RETURN TO OZ;WALTER MURCH
E1800475800000;STREETOSPHERE;TANGUY MALIBERT
E1800558500000;NIGELLA: AT MY TABLE, CHRISTMAS SPECIAL;DOMINIC CYRIAX
E1900047200000;RESURRECTION II;CHRISTOPHER MISIANO
E1900047200000;RESURRECTION II;CONSTANTINE MAKRIS
E1900047200000;RESURRECTION II;DANIEL ATTIAS
E1900063000000;AFRICA FUSION;NIC GOOD
E1800483500000;CHAMPION;JUDD BRANNON
E1800508300000;PRIME WAKE MOVIE;SEAN KILGUS
E1800498700000;DEATH RIDES A HORSE;GIULIO PETRONI
E1800558400000;JAMIE COOKS ITALY;KATE FRYER
E1900122800000;BY THE GRACE OF GOD;FRAN�OIS OZON
E1800519700000;GREENLAND - THE WHISPERING OF ICE;GIL K�BAILI
E1800567400000;THE UPSIDE;NEIL BURGER
E1800567900000;THE OUTDOOR SPORTS SHOW 2018;KATRIN ENDER
E1800590200000;PROJOTA - A VOZ E O VIOL�O;MARIANA ZDRAVCA
E1900062600000;GODZILLA - KING OF THE MONSTERS;MICHAEL DOUGHERTY
E1800568400000;A FILM AND ITS ERA;MARIE GENIN
E1800568100000;THE STORY OF FILM: AN ODYSSEY;MARK COUSINS
E1800609400000;LIGHT FLY, FLY HIGH;BEATHE HOFSETH
E1900087700000;HOLY MEOLA!;ALEX SMOLOWE
E1800475100000;GUANTANAMERA;JUAN CARLOS TAB�O
E1800475100000;GUANTANAMERA;TOM�S GUTI�RREZ ALEA
E1800499000000;DOWN ARGENTINE WAY;IRVING CUMMINGS
E1900157400000;THE ROLLING STONES - BRIDGES TO BREMEN;JIM GABLE
E1800499100000;ANNAPOLIS;JUSTIN LIN
E1800500700000;BILL & TED'S BOGUS JOURNEY;PETER HEWITT
E1800500100000;REDIVIDER;TIM SMIT
E1800523400000;GREATEST CELEBRITY WIND UPS;DYLAN TWEDDLE
E1800591100000;SLASH FEAT. MYLES KENNEDY & THE CONSPIRATORS - DRIVING RAIN;BEN BAYOUTH
E1900080300000;BRUNO & BARRETTO - AMOR DE CANA;BRUNO FIORAVANTI
E1900080200000;BROOKS FEAT. ZO� MOSS - LIMBO;ZO� MOSS
E1900084400000;LE CARNAVAL DE JEAN PAUL;CARLOS VALERA
E1900087900000;LEGEND OF THE IRON SEAHORSE;ALEX HARO
E1800553800000;KRYPTON I;COLM MCCARTHY
E1900165600000;EVE'S TEMPTATION - PIETRAGALLA SOLO DANCER;ANTOINE VIDALING
E1900126100000;HARRY AND MEGHAN: INSIDE THE ROYAL WEDDING;RACHEL KINNOCK
E1900097700000;PET SEMATARY;DENNIS WIDMYER
E1900114100000;MERMAIDS (1990);RICHARD BENJAMIM
E1900141700000;JAH9 - HEAVEN (READY FI DI FEELING);SAMO KUSH-I
E1900147300000;RAGING FYAH - BETTER TOMORROW;DUBEE OF UPSETTA
E1800602200000;THOROUGHBREDS;CORY FINLEY
E1800608700000;THE 7 GHOSTS RIVER;DIRETOR: JEAN-PATRICK MOTHES;
E1900011200000;CAPTAIN MARVEL;ANNA BODEN, RYAN FLECK
E1800524100000;JO�O MARCELO & JULIANO - POTINHO;LUCAS GONSAGA
E1900136400000;ELLA MAI - SHOT CLOCK;COLIN TILLEY
E1900023800000;WAY OF LIFE;BLAZE HUNTER
E1900021400000;SUNSU-UI SIDAE;SANG-HOON AHN
E1900016800000;A BATALHA PELO RIO;GONZALO ARIJ�N
E1800506600000;CLARA'S GHOST;BRIDEY ELLIOTT
E1800578800000;ZARA LARSSON - RUIN MY LIFE;ZARA LARSSON
E1800588700000;RITA ORA - LET YOU LOVE ME;MALIA JAMES
E1900107100000;DON'T COME KNOCKING;WIM WENDERS
E1900134100000;KAROL CONKA - SAUDADE;FRED OURO PRETO
E1900136000000;BRUNELLI - FREELANCE;DANIEL ALFAYA
E1800574300000;IMAGINE DRAGONS - ZERO;DAVE MEYERS
E1800574400000;J BALVIN - REGGAETON;RJ SANCHEZ
E1900115200000;THE MISEDUCATION OF CAMERON POST;DESIREE AKHAVAN
E1800537700000;MARY QUEEN OF SCOTS;JOSIE ROURKE
E1800585700000;BEYOND THE CALL TO DUTY;ALEKSANDAR IVICIC
E1900021800000;FIGHTING KENTUCKIAN, THE;GEORGE WAGGNER
E1900022000000;FUTUREWORLD;RICHARD HEFFRON
E1900145100000;VIT�O - CAF�;LEO FERRAZ
E1900140300000;CARDI B & BRUNO MARS - PLEASE ME;FLORENT DECHARD
E1900157200000;TRACKING DOWN KLAUS BARBIE;CHRISTOPHE BRULE
E1900110500000;OUT OF FRAME;OSCAR RODRIGUES ALVES
E1900126900000;MANOU THE SWIFT;CHRISTIAN HAAS
E1900075000000;OUT OF THE SHADOWS;ATHAN MERRICK
E1800533200000;SAME DIFFERENCE;MATHIAS K�GER
E1800533900000;THIS AND NOTHING ELSE: RED BULL WA�A;MARC LEVY
E1800568600000;MOUNTAIN MEN;CAMERON LABINE
E1800604300000;FRANK ZAPPA & ENSEMBLE MODERNE � �THE YELLOW SHARK�;EGBERT VAN HEES
E1800582600000;LIFE;TED DEMME
E1800596100000;SIBERIA;MATTHEW ROSS
E1800605900000;THE MULE;CLINT EASTWOOD
E1800520700000;WHAT THEY HAD;ELIZABETH CHOMKO
E1800580600000;LU�SA SONZA - BOA MENINA;JACQUES DEQUEKER
E1900014100000;HENRIQUE & DIEGO - VEZINHO AZUL;FERNANDO CATATAU
E1900098400000;CRANKWORX 2019;PETER CHURCHMAN
E1900151000000;DOUBOUT;PIERRE LE GALL
E1900162100000;THE SECRET LIFE OF PETS 2;CHRIS RENAUD
E1800475300000;HEILSTATTEN;MICHAEL DAVID PATE
E1800550400000;THE HUSTLE;CHIRS NOONAN
E1900296500000;NATTI NATASHA  - OH DADDY;NATTI NATASHA
E1900296300000;MARSHMELLO E CHVRCHES - HERE WITH ME;MERCEDES BRYCE MORGAN
E1900206400000;GIULIA BE - CHEGA;LOUISE WINKLER
E1900208500000;ELTON JOHN - THE HEART OF EVERY GIRL;NIGEL DICK
E1900326800000;MYA & PEDRO CAP� -  TE OLVIDAR�;PEDRO CAP�
E1900334000000;TRIBES OF PALOS VERDES, THE;BRENDAN MALLOY
E1900266100000;LE MYSTERE HENRI PICK;R�MI BEZAN�ON
E1900302200000;BTS - BRING THE SOUL: THE MOVIE;JUN-SOO PARK
E1900343400000;TALES FROM THE HOOD 2;DARIN SCOTT
E1900346500000;IT: CHAPTER TWO;ANDY MUSCHIETTI
E1900191300000;ANITTA & ALESSO - GET TO KNOW ME;JO�O PAPA
E1900327400000;SELVA - AMANHECER;FILIPE NEVARES
E1900188700000;MATHEUS & KAUAN PART. MARILIA MENDON�A - VOU TER QUE SUPERAR;FERNANDO TREVISAN CATATAU
E1900194100000;PAPATINHO - POXA VIDA;PAPATINHO
E1900194200000;PAPATINHO PART. FERRUGEM, KEVIN O CHRIS, L7NNON - DOIS COPOS;PH STELZER
E1900237300000;PRIBOI;KONSTANTIN KOKOREV
E1900318900000;ZIR-E DERAKHTAN-E ZEYTOON;ABBAS KIAROSTAMI
E1900348100000;AKRAM KHAN�S GISELLE;ROSS MACGIBBON
E1900187100000;J. COLE - MIDDLE CHILD;MEZ
E1900324600000;DILSINHO - TELECINE ( LIVE PERFORMANCE | VEVO);TOMAS ALVEAR
E1900196200000;LUCAS LUCCO - AHAM;LUCAS LUCCO
E1900248900000;THE DOORS - LIVE AT THE ISLE OF WIGHT FESTIVAL 1970;JOHN ALBARIAN
E1900261700000;HELLO MUNDO;F�BIO LOPES
E1900358700000;AMIGOS Y HERMANOS;RODRIGO MONTOYA
E1900362500000;CLASSIC ALBUMS;JEREMY MARRE
E1900258200000;PANIC! AT THE DISCO - BUILD GOD, THEN WE'LL TALK;SAMUEL BAYER
E1900272900000;ABYSS, THE;JAMES CAMERON
